Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
36,Current,0.18479,4.0,7,PA,Employed,"$50,000-74,999",8000
36,Chargedoff,0.35797,5.0,2,TX,Employed,"$75,000-99,999",4000
36,Defaulted,0.22241,,0,GA,Full-time,"$1-24,999",4000
60,Current,0.25451,5.0,3,TX,Self-employed,"$50,000-74,999",15000
36,Current,0.22108,7.0,1,PA,Other,"$25,000-49,999",4000
36,Current,0.2706,6.0,2,TX,Employed,"$1-24,999",5000
36,Chargedoff,0.2204,,0,MO,Full-time,"$25,000-49,999",15000
60,Current,0.1831,8.0,1,DE,Employed,"$75,000-99,999",20000
36,Current,0.23131,3.0,2,GA,Employed,"$75,000-99,999",3500
36,Current,0.14409,5.0,7,CA,Employed,"$75,000-99,999",20000
36,Current,0.17969,4.0,1,MD,Employed,"$25,000-49,999",8000
36,Current,0.19859,6.0,1,AR,Employed,"$50,000-74,999",15000
36,Current,0.0903,9.0,1,NY,Employed,"$50,000-74,999",12000
60,Completed,0.28704,4.0,6,NV,Employed,"$25,000-49,999",3200
60,Current,0.20808,4.0,1,MO,Employed,"$25,000-49,999",5350
36,Completed,0.10542,,4,CA,Full-time,"$100,000+",20000
60,Current,0.10367,10.0,1,NY,Employed,"$100,000+",14000
36,Completed,0.22362,6.0,1,FL,Employed,"$50,000-74,999",5000
36,Completed,0.17722,,0,AL,Not available,Not displayed,11000
36,Chargedoff,0.36623,,0,OR,Full-time,"$25,000-49,999",1500
36,Current,0.18275,6.0,1,NH,Employed,"$75,000-99,999",15000
36,Completed,0.35797,6.0,14,CO,Employed,"$75,000-99,999",3500
36,Completed,0.10867,,1,CO,Full-time,"$25,000-49,999",2000
36,Defaulted,0.20735,,0,,Not available,Not displayed,3900
36,Current,0.26917,4.0,1,TX,Other,"$25,000-49,999",4000
36,Defaulted,0.303,,0,TX,Not available,Not displayed,1500
36,Current,0.15223,6.0,1,PA,Employed,"$75,000-99,999",15000
36,Chargedoff,0.23698,,0,CA,Full-time,"$100,000+",15000
36,Completed,0.202,8.0,1,CA,Employed,"$25,000-49,999",4000
60,Current,0.18136,7.0,20,MA,Employed,"$50,000-74,999",13000
60,Current,0.21566,6.0,1,CO,Employed,"$50,000-74,999",10000
60,Completed,0.28386,3.0,1,FL,Employed,"$25,000-49,999",8000
36,Chargedoff,0.30532,5.0,2,MD,Employed,"$100,000+",6000
36,Chargedoff,0.28827,,7,NY,Full-time,"$1-24,999",1000
36,Current,0.35356,3.0,1,NY,Employed,"$1-24,999",4000
60,Current,0.20081,4.0,3,FL,Employed,"$100,000+",15000
36,Chargedoff,0.13411,,5,WI,Full-time,"$1-24,999",3600
36,Current,0.18006,7.0,1,CA,Employed,"$50,000-74,999",15000
60,Chargedoff,0.31375,5.0,1,NY,Employed,"$1-24,999",10000
36,Current,0.30899,2.0,1,CA,Employed,"$25,000-49,999",4000
36,Current,0.19859,8.0,1,WA,Employed,"$100,000+",10000
36,Current,0.07922,11.0,13,ID,Employed,"$50,000-74,999",3000
60,Current,0.19681,8.0,1,AL,Employed,"$50,000-74,999",15000
60,Current,0.17184,7.0,1,SC,Employed,"$25,000-49,999",7500
60,Completed,0.27554,7.0,1,FL,Employed,"$25,000-49,999",13000
36,Chargedoff,0.28777,8.0,1,FL,Full-time,"$25,000-49,999",4300
36,Current,0.22812,4.0,2,CA,Employed,"$100,000+",25000
36,Completed,0.35797,4.0,1,NY,Employed,"$25,000-49,999",2000
36,Current,0.18006,7.0,1,MN,Employed,"$75,000-99,999",15000
36,Completed,0.16309,,7,MO,Full-time,"$25,000-49,999",2000
60,Current,0.27637,3.0,1,AK,Employed,"$50,000-74,999",10000
60,Current,0.12535,9.0,2,MI,Employed,"$50,000-74,999",15000
36,Chargedoff,0.27864,4.0,2,CA,Full-time,"$50,000-74,999",21500
36,Current,0.20933,6.0,2,MI,Other,"$25,000-49,999",4000
36,Current,0.21699,6.0,1,FL,Employed,"$100,000+",15000
36,Current,0.12427,8.0,2,MI,Employed,"$75,000-99,999",12000
36,Completed,0.22287,,1,CA,Full-time,"$75,000-99,999",3000
36,Completed,0.22383,9.0,1,CA,Full-time,"$50,000-74,999",1600
36,Current,0.09434,9.0,2,SC,Employed,"$75,000-99,999",3000
36,Current,0.21025,5.0,3,CA,Employed,"$50,000-74,999",13000
36,Chargedoff,0.24753,,0,GA,Self-employed,"$1-24,999",3500
36,Current,0.19645,4.0,1,CA,Employed,"$25,000-49,999",10000
60,Current,0.22908,4.0,1,TX,Employed,"$25,000-49,999",10000
36,Completed,0.08684,,0,,Not available,Not displayed,3500
36,Current,0.35797,4.0,3,WA,Self-employed,"$100,000+",4000
36,Current,0.28544,4.0,1,IL,Employed,"$75,000-99,999",6000
36,Current,0.35797,3.0,1,NC,Employed,"$25,000-49,999",4000
36,Chargedoff,0.37453,,1,DE,Full-time,"$50,000-74,999",2999
60,Current,0.13942,6.0,1,AZ,Employed,"$50,000-74,999",3000
36,Completed,0.12461,9.0,1,IL,Full-time,"$50,000-74,999",6500
36,Chargedoff,0.29462,,0,,Not available,Not displayed,1600
36,Completed,0.09981,,0,LA,,Not displayed,1000
36,Chargedoff,0.2951,7.0,1,PA,Self-employed,"$75,000-99,999",2000
36,Current,0.12528,8.0,19,TX,Employed,"$25,000-49,999",4500
60,Chargedoff,0.31375,6.0,7,PA,Employed,"$1-24,999",6000
36,Chargedoff,0.37453,,1,WA,Full-time,"$50,000-74,999",1500
12,Completed,0.12781,7.0,1,NY,Employed,"$75,000-99,999",5000
60,Completed,0.21935,4.0,1,TX,Employed,"$100,000+",25000
36,Chargedoff,0.37453,,1,GA,Full-time,"$50,000-74,999",5000
60,Current,0.13636,8.0,1,OR,Employed,"$50,000-74,999",20000
36,Chargedoff,0.34887,1.0,1,KY,Retired,"$1-24,999",2000
12,Chargedoff,0.25785,5.0,20,LA,Employed,"$25,000-49,999",8430
36,Current,0.09434,11.0,1,VA,Employed,"$100,000+",15000
36,Current,0.11548,8.0,1,TX,Employed,"$50,000-74,999",20000
36,Chargedoff,0.127,,0,NY,Self-employed,"$25,000-49,999",8000
36,Current,0.32488,2.0,1,PA,Employed,"$25,000-49,999",4750
36,Completed,0.17677,,7,IN,Full-time,"$1-24,999",3000
36,Defaulted,0.17677,,1,WA,Full-time,"$25,000-49,999",3000
36,Current,0.25013,5.0,18,TN,Employed,"$75,000-99,999",4500
36,Completed,0.34621,5.0,1,GA,Employed,"$50,000-74,999",6500
36,Chargedoff,0.19462,,0,,Not employed,Not employed,1300
36,Chargedoff,0.11696,,1,IL,Full-time,"$25,000-49,999",10500
36,Current,0.15833,7.0,1,CA,Self-employed,"$50,000-74,999",10000
36,Current,0.17192,8.0,3,CA,Employed,"$75,000-99,999",5000
36,Completed,0.28777,7.0,7,NM,Full-time,"$25,000-49,999",3000
36,Completed,0.21739,,0,,Not available,Not displayed,2550
36,Chargedoff,0.15978,,0,,Full-time,"$25,000-49,999",1400
36,Current,0.15324,10.0,7,MA,Employed,"$100,000+",20000
60,Current,0.24702,5.0,14,MS,Employed,"$25,000-49,999",7000
60,Current,0.30008,2.0,1,NY,Employed,"$25,000-49,999",9000
60,Current,0.18913,7.0,6,FL,Employed,"$50,000-74,999",12000
36,Completed,0.15629,,1,MD,Full-time,"$25,000-49,999",6200
36,Current,0.26528,7.0,7,NY,Employed,"$100,000+",4000
36,Completed,0.30532,5.0,3,MI,Self-employed,"$50,000-74,999",4600
36,Chargedoff,0.16717,,0,MI,Part-time,"$1-24,999",6000
60,Completed,0.32321,6.0,1,FL,Employed,"$25,000-49,999",2100
36,Current,0.21372,8.0,2,MI,Employed,"$100,000+",8000
36,Completed,0.20684,,0,,Full-time,"$100,000+",20000
60,Current,0.20081,7.0,1,CA,Employed,"$75,000-99,999",20000
36,Completed,0.29265,8.0,1,CA,Full-time,"$50,000-74,999",6000
36,Completed,0.34621,1.0,3,TX,Full-time,"$100,000+",5000
36,Current,0.26681,4.0,3,DC,Employed,"$25,000-49,999",8500
36,Chargedoff,0.13705,,1,MI,Retired,"$25,000-49,999",5200
36,Completed,0.33051,6.0,3,CA,Self-employed,"$75,000-99,999",4000
36,Current,0.19501,7.0,2,AZ,Employed,"$100,000+",6000
36,Completed,0.09186,,0,VA,,Not displayed,3000
36,Current,0.35132,4.0,1,NC,Employed,"$50,000-74,999",4000
36,Current,0.17969,6.0,1,LA,Employed,"$50,000-74,999",15000
36,Completed,0.30532,7.0,2,AZ,Employed,"$75,000-99,999",3000
60,Current,0.19988,7.0,1,NJ,Employed,"$100,000+",20000
36,Completed,0.13303,,0,MN,Full-time,"$100,000+",2600
36,Current,0.30899,2.0,1,WI,Employed,"$25,000-49,999",4000
60,Current,0.20358,7.0,1,IN,Employed,"$75,000-99,999",10000
36,Current,0.0762,11.0,1,TX,Other,"$50,000-74,999",12000
36,Current,0.20462,4.0,2,TX,Other,"$50,000-74,999",2000
60,Current,0.20808,6.0,1,AL,Employed,"$50,000-74,999",20000
60,Current,0.11695,10.0,1,WI,Employed,"$25,000-49,999",10000
60,Current,0.28848,3.0,1,CA,Full-time,"$50,000-74,999",4000
36,Completed,0.17667,,5,IL,Part-time,"$25,000-49,999",6250
36,Completed,0.35797,4.0,10,TX,Self-employed,"$50,000-74,999",4000
60,Current,0.21499,7.0,1,AR,Employed,"$50,000-74,999",15000
36,Completed,0.13068,9.0,1,IN,Employed,"$75,000-99,999",7500
36,Current,0.33215,2.0,1,CA,Other,"$25,000-49,999",4000
36,Current,0.14853,6.0,1,CT,Employed,"$75,000-99,999",20000
36,Completed,0.17069,8.0,1,AL,Full-time,"$1-24,999",8000
36,Defaulted,0.17521,,0,FL,,Not displayed,8500
36,Completed,0.28851,6.0,1,NJ,Full-time,"$25,000-49,999",2500
36,Completed,0.38723,5.0,1,CA,Full-time,"$50,000-74,999",2200
36,Completed,0.17722,,0,IL,Full-time,"$50,000-74,999",6000
36,Completed,0.12201,,1,OK,Full-time,"$25,000-49,999",5000
36,Current,0.08882,10.0,1,WA,Employed,"$75,000-99,999",13500
36,Completed,0.12562,,3,WA,Full-time,"$25,000-49,999",2200
36,Completed,0.15137,,0,MI,Not available,Not displayed,1500
36,Current,0.24614,4.0,1,OH,Other,"$25,000-49,999",3000
36,Completed,0.14187,,1,NH,Full-time,"$75,000-99,999",15000
36,Current,0.27285,2.0,1,WA,Employed,"$25,000-49,999",10000
36,Current,0.24246,4.0,1,VA,Full-time,"$50,000-74,999",8000
60,Current,0.17522,9.0,2,RI,Employed,"$75,000-99,999",25000
36,Completed,0.34045,2.0,2,CA,Employed,"$75,000-99,999",4000
36,Current,0.17754,5.0,1,FL,Employed,"$50,000-74,999",12000
36,Completed,0.10692,,0,FL,,Not displayed,3700
36,Current,0.31032,2.0,1,CA,Employed,"$50,000-74,999",4000
36,Current,0.35797,4.0,3,TX,Employed,"$25,000-49,999",4000
36,Current,0.35797,5.0,1,KY,Other,"$1-24,999",3613
36,Completed,0.14419,,7,VA,Full-time,"$50,000-74,999",15000
36,Current,0.2399,4.0,1,VA,Full-time,"$100,000+",7000
36,Chargedoff,0.12138,,0,CA,Not available,Not displayed,21000
36,Chargedoff,0.37453,,4,NH,Full-time,"$50,000-74,999",10001
36,Current,0.24563,4.0,1,NJ,Employed,"$1-24,999",4000
60,Current,0.15271,7.0,1,MI,Employed,"$50,000-74,999",10000
36,Defaulted,0.11696,,4,MN,Full-time,"$75,000-99,999",20000
36,Defaulted,0.17722,,0,,Not available,Not displayed,3500
36,Completed,0.15538,10.0,1,WI,Employed,"$50,000-74,999",8000
60,Current,0.18222,4.0,1,FL,Employed,"$25,000-49,999",10000
36,Current,0.19108,8.0,1,NC,Employed,"$25,000-49,999",3500
36,Current,0.3179,2.0,1,OH,Employed,"$50,000-74,999",4000
36,Completed,0.25494,2.0,1,CO,Employed,"$100,000+",6000
60,Current,0.17849,9.0,1,FL,Employed,"$100,000+",20000
36,Chargedoff,0.37453,,4,NH,Retired,"$1-24,999",3000
36,Completed,0.22066,7.0,2,TX,Employed,"$75,000-99,999",2500
36,Completed,0.08132,,4,IL,Full-time,"$50,000-74,999",4500
36,Completed,0.124,8.0,1,NC,Employed,"$50,000-74,999",8000
60,Current,0.21115,4.0,15,MN,Employed,"$50,000-74,999",10000
36,Current,0.20933,8.0,1,FL,Employed,"$50,000-74,999",12000
36,Chargedoff,0.11159,,0,ME,Part-time,"$1-24,999",1500
36,Current,0.20268,4.0,1,FL,Other,"$50,000-74,999",13000
36,Completed,0.15428,,2,OK,Self-employed,"$75,000-99,999",5000
60,Current,0.09816,10.0,2,VA,Employed,"$75,000-99,999",12000
36,Completed,0.25237,,1,MN,Full-time,"$25,000-49,999",2500
36,Current,0.19859,7.0,1,CO,Employed,"$25,000-49,999",4000
60,Current,0.21576,8.0,1,MN,Employed,"$25,000-49,999",10000
36,Completed,0.14567,8.0,1,NY,Full-time,"$25,000-49,999",2000
36,Past Due (1-15 days),0.30532,6.0,7,SC,Employed,"$1-24,999",2000
36,Completed,0.37453,7.0,1,FL,Full-time,"$25,000-49,999",2000
36,Completed,0.10441,,0,,,Not displayed,3500
36,Current,0.12274,7.0,1,IL,Employed,"$75,000-99,999",15000
36,Completed,0.29588,7.0,3,OH,Full-time,"$100,000+",5000
36,Past Due (1-15 days),0.26917,6.0,20,IL,Employed,"$25,000-49,999",4000
36,Current,0.15833,7.0,1,NV,Employed,"$50,000-74,999",15000
36,Completed,0.2803,,0,OR,Full-time,"$25,000-49,999",3500
60,Current,0.15425,10.0,1,PA,Employed,"$75,000-99,999",25000
60,Current,0.22262,6.0,1,OH,Employed,"$25,000-49,999",10000
36,Completed,0.19835,,0,CO,Full-time,"$25,000-49,999",1000
60,Current,0.18555,9.0,1,VA,Employed,"$75,000-99,999",15000
36,Completed,0.24246,6.0,3,GA,Employed,"$100,000+",2000
36,Defaulted,0.11696,,0,MD,Full-time,"$75,000-99,999",25000
36,Chargedoff,0.32997,,4,AL,Full-time,"$75,000-99,999",3000
36,Completed,0.26681,5.0,1,CA,Full-time,"$75,000-99,999",2000
36,Completed,0.2325,6.0,1,NC,Full-time,"$75,000-99,999",20000
60,Current,0.13247,10.0,18,VA,Employed,"$100,000+",20000
36,Current,0.21176,3.0,1,FL,Employed,"$50,000-74,999",8000
36,Current,0.15223,9.0,2,CT,Employed,"$50,000-74,999",3000
36,Chargedoff,0.35797,4.0,1,TN,Employed,"$1-24,999",4000
60,Chargedoff,0.27246,7.0,7,MO,Employed,"$1-24,999",10000
36,Past Due (61-90 days),0.15833,7.0,1,NY,Employed,"$100,000+",25000
36,Current,0.31616,2.0,3,CO,Employed,"$75,000-99,999",4000
60,Current,0.18197,7.0,1,TX,Employed,"$100,000+",25000
36,Completed,0.38058,5.0,1,IL,Full-time,"$100,000+",7500
36,Current,0.12691,10.0,1,VA,Other,"$75,000-99,999",11000
36,Completed,0.21857,,0,,Not available,Not displayed,1000
60,Current,0.19553,6.0,14,MD,Employed,"$50,000-74,999",12000
36,Current,0.26047,2.0,1,NY,Employed,"$25,000-49,999",10000
36,Completed,0.17677,,3,NC,Full-time,"$25,000-49,999",3500
36,Current,0.26047,3.0,1,NJ,Self-employed,"$100,000+",10000
36,Current,0.35356,4.0,18,VA,Employed,"$25,000-49,999",4000
36,Completed,0.19536,,1,CA,Full-time,"$25,000-49,999",2551
36,Completed,0.09939,,0,AK,Not available,Not displayed,4000
36,Current,0.21025,4.0,2,FL,Employed,"$100,000+",15000
36,Completed,0.12357,,1,CA,Full-time,"$25,000-49,999",1500
36,Chargedoff,0.15412,,0,GA,Full-time,"$50,000-74,999",8385
36,Completed,0.34621,2.0,7,MD,Full-time,"$25,000-49,999",4400
60,Current,0.18555,5.0,1,FL,Employed,"$100,000+",20000
36,Completed,0.2148,,0,CA,Full-time,"$25,000-49,999",2800
36,Current,0.19859,7.0,1,FL,Employed,"$50,000-74,999",10000
36,Completed,0.08057,,1,IN,Full-time,"$25,000-49,999",5150
36,Completed,0.15893,,0,,Not available,Not displayed,2000
36,Completed,0.2325,,1,IL,Full-time,"$25,000-49,999",2000
36,Current,0.16732,6.0,1,CA,Employed,"$25,000-49,999",4000
36,Completed,0.33149,,5,CA,Full-time,"$1-24,999",1000
36,Defaulted,0.24753,,0,,Not available,Not displayed,5000
60,Current,0.16294,8.0,1,UT,Employed,"$25,000-49,999",10000
36,Current,0.35797,2.0,1,OH,Employed,"$50,000-74,999",4000
36,Completed,0.10436,9.0,1,FL,Full-time,"$100,000+",5000
36,Chargedoff,0.29776,,0,CA,,Not displayed,2550
60,Completed,0.32393,4.0,2,NY,Employed,"$50,000-74,999",2000
36,Completed,0.34887,1.0,7,WA,Full-time,"$1-24,999",2000
36,Past Due (1-15 days),0.3179,2.0,1,TX,Other,"$50,000-74,999",4000
36,Completed,0.15605,9.0,5,IL,Full-time,"$50,000-74,999",1000
36,Current,0.19859,5.0,1,CO,Employed,"$75,000-99,999",10000
36,Completed,0.17394,,7,UT,Full-time,"$50,000-74,999",4000
60,Current,0.14657,8.0,7,CA,Full-time,"$75,000-99,999",10000
36,Completed,0.19196,,1,CA,Self-employed,"$50,000-74,999",1000
36,Current,0.17601,7.0,1,CA,Employed,"$25,000-49,999",10000
36,Current,0.12427,8.0,1,MO,Employed,"$50,000-74,999",3000
36,Current,0.15324,8.0,3,NY,Employed,"$100,000+",10000
36,Current,0.28728,4.0,2,TX,Full-time,"$100,000+",10000
36,Defaulted,0.30564,,0,OR,Not available,Not displayed,1250
36,Past Due (1-15 days),0.33553,6.0,7,WA,Employed,"$25,000-49,999",4000
36,Completed,0.2204,,0,OH,Retired,"$1-24,999",5000
36,Current,0.18214,7.0,1,GA,Employed,"$50,000-74,999",15000
36,Current,0.27623,5.0,1,PA,Employed,"$25,000-49,999",5250
36,Current,0.18275,9.0,19,WA,Employed,"$50,000-74,999",3000
60,Current,0.13636,9.0,1,MI,Employed,"$75,000-99,999",20000
36,Current,0.30182,3.0,1,AZ,Employed,"$50,000-74,999",7500
36,Current,0.06726,11.0,1,KY,Employed,"$100,000+",20000
36,Current,0.18316,7.0,13,NC,Employed,"$25,000-49,999",5000
60,Current,0.21166,8.0,1,FL,Employed,"$75,000-99,999",15000
60,Current,0.22165,3.0,1,CA,Self-employed,"$100,000+",7000
60,Current,0.21576,5.0,1,NY,Employed,"$25,000-49,999",10000
60,Current,0.16713,11.0,11,DE,Employed,"$50,000-74,999",15000
36,Current,0.13799,6.0,7,FL,Employed,"$100,000+",15000
36,Completed,0.17677,,4,OK,Full-time,"$1-24,999",3000
36,Completed,0.35643,4.0,7,VT,Employed,"$25,000-49,999",7500
36,Completed,0.1241,9.0,7,WA,Full-time,"$50,000-74,999",8000
36,Completed,0.28902,9.0,1,CA,Full-time,"$75,000-99,999",1000
36,Chargedoff,0.35797,3.0,1,PA,Employed,"$25,000-49,999",3000
36,Current,0.34588,2.0,1,OH,Employed,"$1-24,999",2000
60,Chargedoff,0.26528,7.0,2,CT,Employed,"$50,000-74,999",9000
36,Defaulted,0.23937,,0,AZ,Not available,Not displayed,2000
36,Current,0.17359,8.0,3,NJ,Employed,"$100,000+",15000
36,Current,0.13189,8.0,1,MO,Employed,"$75,000-99,999",14000
60,Current,0.17522,8.0,2,OH,Employed,"$100,000+",10500
60,Current,0.14965,9.0,1,NM,Employed,"$100,000+",5500
60,Current,0.2214,3.0,1,OH,Employed,"$25,000-49,999",10000
36,Current,0.35356,2.0,1,VA,Employed,"$50,000-74,999",4000
36,Current,0.21699,7.0,1,TX,Other,"$25,000-49,999",2500
60,Current,0.20065,7.0,1,NH,Employed,"$50,000-74,999",6600
60,Current,0.22908,4.0,7,CO,Employed,"$25,000-49,999",3000
36,Completed,0.08577,10.0,2,CA,Employed,"$50,000-74,999",7500
36,Current,0.14714,7.0,1,NJ,Employed,"$25,000-49,999",10000
36,Completed,0.20462,8.0,1,TX,Employed,"$75,000-99,999",25000
36,Current,0.23438,5.0,1,TX,Employed,"$50,000-74,999",2000
36,Completed,0.1255,,0,,,Not displayed,4000
36,Chargedoff,0.22712,6.0,3,KS,Employed,"$50,000-74,999",4000
36,Completed,0.13202,,7,FL,Full-time,"$50,000-74,999",21000
36,Completed,0.33097,5.0,3,VA,Self-employed,"$25,000-49,999",7500
36,Current,0.35244,1.0,1,WI,Employed,"$1-24,999",7500
36,Current,0.24246,3.0,1,IN,Self-employed,"$50,000-74,999",3000
60,Current,0.14657,9.0,1,NV,Employed,"$50,000-74,999",13000
36,Current,0.14714,6.0,1,MA,Employed,"$75,000-99,999",20000
36,Completed,0.31513,8.0,1,MN,Employed,"$50,000-74,999",3500
36,Defaulted,0.17423,,6,NJ,Full-time,"$25,000-49,999",9000
36,Current,0.13301,8.0,1,MD,Employed,"$75,000-99,999",12000
36,Completed,0.23979,,1,OH,Full-time,"$75,000-99,999",10102
60,Completed,0.23656,8.0,18,AZ,Employed,"$100,000+",3000
36,Completed,0.1338,,0,NY,Full-time,"$50,000-74,999",2000
36,Completed,0.26908,,0,,Not available,Not displayed,2100
36,Current,0.34588,2.0,3,MI,Employed,"$25,000-49,999",4000
36,Current,0.19501,5.0,3,PA,Employed,"$50,000-74,999",5000
36,Current,0.25013,4.0,1,CA,Employed,"$25,000-49,999",8500
36,Chargedoff,0.23983,,0,OH,Part-time,"$25,000-49,999",4000
36,Current,0.32446,3.0,1,NV,Employed,"$25,000-49,999",2000
36,Current,0.11766,8.0,1,NY,Employed,"$75,000-99,999",3000
36,Completed,0.0887,,0,VA,Part-time,"$100,000+",1000
36,Current,0.24246,7.0,1,KS,Employed,"$50,000-74,999",4500
60,Completed,0.19907,6.0,1,CA,Employed,"$50,000-74,999",10000
36,Completed,0.10033,,1,OH,Full-time,"$25,000-49,999",3600
36,Current,0.12691,9.0,1,IN,Employed,"$50,000-74,999",8000
36,Completed,0.28974,6.0,1,CA,Employed,"$100,000+",10000
36,Completed,0.18615,,0,OH,Full-time,"$50,000-74,999",15000
36,Chargedoff,0.23504,,3,CA,Self-employed,"$50,000-74,999",15000
60,Current,0.12992,8.0,1,NY,Employed,"$100,000+",10000
36,Current,0.2837,6.0,1,MN,Employed,"$25,000-49,999",10000
36,Completed,0.15914,,0,,Full-time,"$50,000-74,999",2750
36,Completed,0.1869,,4,KS,Full-time,"$1-24,999",6000
60,Current,0.19323,7.0,1,CA,Employed,"$50,000-74,999",14000
36,Defaulted,0.33393,,2,VA,Full-time,"$75,000-99,999",1050
36,Completed,0.12511,9.0,1,MD,Full-time,"$100,000+",4500
36,Defaulted,0.36874,,1,LA,Full-time,"$25,000-49,999",1500
36,Chargedoff,0.18183,6.0,3,NY,Full-time,"$25,000-49,999",21000
36,Completed,0.18958,,2,CA,Full-time,"$100,000+",15000
36,Current,0.16678,4.0,1,NY,Employed,"$75,000-99,999",5900
36,Current,0.22354,10.0,1,SC,Employed,"$75,000-99,999",10000
36,Current,0.31709,3.0,1,CA,Employed,"$25,000-49,999",7000
36,Current,0.17969,6.0,1,IN,Employed,"$25,000-49,999",10000
36,Completed,0.25627,7.0,5,OK,Full-time,"$1-24,999",1450
36,Completed,0.23196,,4,WA,Full-time,"$50,000-74,999",2500
36,Current,0.35797,2.0,1,CO,Employed,"$100,000+",4000
60,Completed,0.15936,8.0,3,WA,Employed,"$75,000-99,999",14000
36,Current,0.1709,8.0,1,OH,Employed,"$25,000-49,999",7500
36,Completed,0.15713,,0,TX,Full-time,"$1-24,999",7800
60,Current,0.18197,4.0,1,MN,Employed,"$50,000-74,999",7000
36,Current,0.16324,7.0,6,NE,Employed,"$25,000-49,999",6500
36,Current,0.35797,4.0,6,MI,Employed,"$25,000-49,999",3000
36,Current,0.32538,2.0,7,NY,Employed,"$75,000-99,999",4000
36,Current,0.27623,3.0,1,OK,Employed,"$50,000-74,999",8500
36,Current,0.19645,6.0,13,PA,Employed,"$25,000-49,999",2000
60,Chargedoff,0.13247,8.0,1,CT,Employed,"$75,000-99,999",20000
36,Completed,0.09314,,0,,Not available,Not displayed,2110
36,Current,0.14409,4.0,1,VA,Employed,"$25,000-49,999",10000
36,Completed,0.30532,5.0,7,FL,Employed,"$75,000-99,999",2000
60,Current,0.28704,5.0,2,TN,Employed,"$50,000-74,999",10000
36,Current,0.12782,8.0,3,VA,Employed,"$25,000-49,999",19000
36,Completed,0.13625,,1,OR,Full-time,"$25,000-49,999",2400
60,Current,0.27335,4.0,2,TX,Employed,"$50,000-74,999",10000
36,Chargedoff,0.34621,3.0,2,AL,Full-time,"$25,000-49,999",7000
36,Current,0.35356,4.0,15,NE,Employed,"$50,000-74,999",4000
36,Current,0.0903,11.0,1,WV,Employed,"$100,000+",20000
36,Completed,0.13604,,0,,Not available,Not displayed,6000
36,Current,0.21699,4.0,1,NJ,Employed,"$75,000-99,999",15000
36,Chargedoff,0.20735,,0,MI,Not available,Not displayed,15700
36,Completed,0.10793,,0,NY,Retired,"$50,000-74,999",16000
36,Completed,0.11296,9.0,7,CA,Self-employed,"$1-24,999",5500
36,Completed,0.37453,6.0,1,CA,Part-time,"$25,000-49,999",1800
36,Current,0.19501,8.0,1,NY,Employed,"$100,000+",15000
36,Completed,0.11244,,0,,,Not displayed,1000
36,Current,0.23438,4.0,1,FL,Self-employed,"$25,000-49,999",10000
60,Current,0.2968,5.0,18,MT,Employed,"$50,000-74,999",7000
36,Defaulted,0.23757,,7,IL,Full-time,"$25,000-49,999",1500
60,Current,0.13148,8.0,1,PA,Employed,"$50,000-74,999",10000
36,Current,0.15324,7.0,1,PA,Employed,"$50,000-74,999",14000
60,Current,0.29341,5.0,1,VA,Employed,"$25,000-49,999",6000
60,Current,0.18555,7.0,1,OH,Employed,"$25,000-49,999",4000
36,Current,0.16732,8.0,1,WI,Employed,"$50,000-74,999",15000
36,Current,0.12081,9.0,1,MA,Employed,"$25,000-49,999",6700
36,Completed,0.15651,,1,FL,Part-time,"$1-24,999",5000
36,Current,0.35797,5.0,1,TX,Employed,"$25,000-49,999",4000
36,Current,0.2878,5.0,1,TX,Employed,"$50,000-74,999",2500
36,Completed,0.14508,,0,MD,Full-time,"$50,000-74,999",7500
36,Completed,0.09223,,0,,Not available,Not displayed,1000
36,Chargedoff,0.35244,3.0,1,FL,Employed,"$25,000-49,999",2000
36,Defaulted,0.14709,,0,UT,Not available,Not displayed,25000
36,Completed,0.17722,,0,GA,Full-time,"$75,000-99,999",9000
60,Current,0.12716,8.0,1,NC,Employed,"$75,000-99,999",20000
36,Completed,0.18183,,3,NY,Full-time,"$1-24,999",3000
36,Current,0.17611,6.0,1,CO,Self-employed,"$25,000-49,999",4000
60,Current,0.19323,8.0,1,CT,Employed,"$100,000+",25000
12,Completed,0.05927,10.0,1,TX,Employed,"$50,000-74,999",3500
36,Completed,0.11194,,0,OR,Full-time,"$25,000-49,999",12000
36,Current,0.20462,7.0,1,MS,Employed,"$50,000-74,999",4200
36,Current,0.30889,2.0,13,CA,Employed,"$50,000-74,999",4000
36,Chargedoff,0.12399,,3,CA,Full-time,"$100,000+",10000
36,Current,0.25013,5.0,1,IL,Employed,"$1-24,999",2000
36,Current,0.31668,4.0,1,WA,Employed,"$50,000-74,999",10000
36,Current,0.17192,5.0,1,NY,Employed,"$100,000+",15000
36,Current,0.17601,7.0,1,NV,Other,"$25,000-49,999",4000
36,Chargedoff,0.1726,,0,MO,Full-time,"$1-24,999",2000
36,Current,0.13836,5.0,1,CA,Employed,"$50,000-74,999",10000
36,Current,0.13799,6.0,1,CA,Employed,"$75,000-99,999",18000
36,Chargedoff,0.21061,,1,MI,Full-time,"$25,000-49,999",23000
36,Current,0.09232,9.0,1,TX,Employed,"$50,000-74,999",10000
36,Current,0.23438,4.0,1,NY,Employed,"$50,000-74,999",2000
